Date,ChatGPT,Claude,Gemini,Copilot,Deepseek
2022-09-04,1.4179930567012167,4.125385184095514,1.5427646319202843,4.938829491977096,2.0246463798681065
2022-09-11,0.48442023351236174,5.230973098364266,1.0311163067222024,15.15218534911669,3.703287141319258
2022-09-18,1.5256542881261481,5.3629213571645105,0.0,17.435420382439503,3.526430344785526
2022-09-25,2.8705636465532476,3.9940595427480496,0.7996906318411042,17.800540851725355,2.8098543863563115
2022-10-02,2.978904429379548,6.054521500360041,0.6780006314806807,16.602544844161624,1.2806800083895293
2022-10-09,4.340545919520555,7.464933823633251,1.763498799529061,19.04822217249029,2.269522796284192
2022-10-16,2.2465927028145405,4.315038207430774,1.1345014807144673,8.976936350407978,1.8842268130477013
2022-10-23,0.36612526213243624,8.894584108808463,0.5768344067343869,14.293477910925914,3.0943276121230308
2022-10-30,1.4552330039719306,4.22958971574925,1.409301699476454,19.444824358216074,1.28126270923448
2022-11-06,20.7861792583181,3.6479042222363076,0.8937564949593729,21.257517435867946,1.511302548829652
2022-11-13,33.76391492888621,7.014398606959723,1.3945480578748928,12.061367559589135,2.6760136785390065
2022-11-20,57.78832038618187,2.802795152964741,0.06350875156100144,17.829302719249267,1.497167344371069
2022-11-27,82.6116917855696,5.325200425246525,1.1478038543002151,17.685484783828702,2.467403405063373
2022-12-04,100.0,9.624927199060068,0.0,15.21471417670268,2.0865194831670677
2022-12-11,90.78123037632295,9.700155759735562,0.9083400313788075,17.653105581155845,3.950958759693133
2022-12-18,100.0,1.5211718761055932,0.6604865871079013,19.20197229643379,3.3735364689793164
2022-12-25,86.04398761641983,5.37066079043143,0.8230338267151451,12.27934140492766,2.413829533069144
2023-01-01,98.58178436962513,2.1043166677537375,0.2764273235607547,16.05090829649073,1.46495028245084
2023-01-08,100.0,9.803323469239707,1.603283741994807,18.659571598959435,3.3376040662263002
2023-01-15,100.0,5.168839723675605,1.2117962241717193,17.818647786891276,2.5115946082848226
2023-01-22,100.0,11.30894682152698,0.8707389774607815,16.617320038187128,0.9525532314912826
2023-01-29,86.76754375177224,11.725165898711216,0.3590734815933012,18.4824046620476,1.6908724933096924
2023-02-05,100.0,19.697333624869014,1.3308129917434952,24.829929133824727,1.2652276839047687
2023-02-12,92.8865723179099,16.877322050465914,1.2198279735897655,16.171764779807503,3.128687202567057
2023-02-19,100.0,20.57376409724864,1.0319600157993596,23.208678282504966,0.4659356240984851
2023-02-26,98.76823480328741,16.877199859754985,0.6735893563251492,27.34862274162866,3.6774166203315954
2023-03-05,87.28652049958905,25.725088279111215,17.58736284844066,26.634039034867335,2.5889411092105434
2023-03-12,96.43011337253597,26.93411040321014,24.79915973106068,25.584027300105657,3.1246171355539425
2023-03-19,80.73878481970665,26.745767468829705,20.061832362343708,26.333148308470424,1.782273400773563
2023-03-26,82.91874063265863,29.391633070019278,28.581818506555795,31.455112402607732,1.241578076074406
2023-04-02,89.92850336452373,27.565066499876377,31.43035221767608,22.662569904277184,2.311861098937423
2023-04-09,87.28853646267332,28.689171152697117,31.979487755726073,30.073726859123056,2.1685509104390452
2023-04-16,83.79052873559327,30.326377130925746,35.72146781053313,32.003173533370415,3.9950555628251605
2023-04-23,78.17675381302202,31.179154259271783,33.62251432355686,38.45260623300364,2.0994365263872026
2023-04-30,62.39481914965171,32.51175671074594,40.00835420827844,28.067483493413032,2.3807629666366736
2023-05-07,80.83406758701966,40.4077217488194,40.19208716423909,33.085392035873596,0.5376871786319357
2023-05-14,77.91786902019905,37.65657254875325,40.10051435219407,38.76230969102878,2.22885211502391
2023-05-21,69.49517246894756,46.1456480581043,49.06145276493322,38.06746286287378,1.919205198543968
2023-05-28,74.68765092956183,49.29374205454918,55.49287959666365,40.76506512128078,3.6571453308040205
2023-06-04,66.0471652958007,37.146495838822645,31.998788229202656,38.76793985163714,2.5100574331911454
2023-06-11,60.17855804982313,43.147135929249416,48.33734866461715,45.35377926713693,1.280975286105789
2023-06-18,50.538949831291255,41.66590273267624,47.967432645291474,45.74344722694125,2.2671895421914243
2023-06-25,61.18102931701412,36.67119826546979,52.80034678031405,45.30824523726247,2.8808817508441527
2023-07-02,62.56094319092664,38.3119957794381,50.22774362235489,36.786169984872494,1.2017663392808342
2023-07-09,59.75109126768325,37.76675445447578,56.206328899392496,29.21319553890742,1.7808495940464002
2023-07-16,50.313338823618395,39.289282220272675,40.548698593112874,34.14249018168564,1.0086320293840254
2023-07-23,67.33225143882383,37.901392798751665,43.63594616141814,36.68098558236134,1.3858685696685877
2023-07-30,58.89951876189495,44.51064349462453,34.61477932592739,35.764516096982064,1.742882205720812
2023-08-06,68.21963435265225,26.394925349885376,61.57252336084207,40.903559575257184,1.29413764142438
2023-08-13,76.75062861909407,37.891657311617074,38.58984145868887,40.826611069337766,4.126573864694464
2023-08-20,77.76077976838391,28.277727504884457,51.1799845295258,45.52631895873427,1.8490788453773654
2023-08-27,83.36635831586932,25.510934815063017,50.103745154257005,36.725101284054425,3.560949246540142
2023-09-03,65.71141175763601,35.15299779884995,18.067207962042524,39.253348252922756,2.9566518750750364
2023-09-10,62.441016269092316,38.73051915832336,44.16692471874091,29.193823780061557,2.228339197696185
2023-09-17,82.49046633427996,27.83465868819929,59.80619626877844,21.35730497118828,2.2261140726806223
2023-09-24,67.82370540851267,36.535282319576616,21.508407454801514,44.06639280265318,1.7051196373591784
2023-10-01,76.03005815970704,27.249741584757157,54.17971052771298,47.690964671172146,1.9609059058589744
2023-10-08,65.62547194826124,49.5573443539499,33.78539750679688,31.989367747499173,1.3279227253462271
2023-10-15,74.712862145627,30.575725019118252,44.854834196726756,30.958179184467998,1.5200703214297915
2023-10-22,67.50220302353884,51.45073468860451,37.06011883425476,32.092493293261626,0.6274156536276656
2023-10-29,69.75718403059109,33.85576931780457,32.43313234047279,25.583415708610083,3.104355744785396
2023-11-05,65.34745579066032,23.758859702945657,49.51002309123602,33.16575916939005,0.0786817063906502
2023-11-12,63.660884733945466,34.91852782404123,41.0634835104712,40.25971541890886,3.7520375121438057
2023-11-19,86.99385988949776,41.23816541945553,34.690119340523914,36.22984247371272,1.6337994130204492
2023-11-26,74.84164120286687,48.7577621824057,44.143898706477295,19.568272670613464,2.3343089818081006
2023-12-03,86.35682701395824,43.64336807208145,52.634002455816265,31.399427535927238,1.7459685587188278
2023-12-10,67.29285172394327,46.8374635610976,46.38134677493238,37.45352607069368,1.7253492909547339
2023-12-17,69.97542591813338,39.199023304184074,58.79335646908974,33.94041285780658,1.397094938246287
2023-12-24,81.15138013839515,52.46104365401084,54.47982132229659,31.472697888539226,1.6042970529787244
2023-12-31,68.20056693314892,52.562503948633115,52.99182897844941,35.388136779016854,1.334068261293528
2024-01-07,69.36443529771942,60.56024167272013,59.41798438396247,36.485070166960035,0.6589457190475785
2024-01-14,76.54724087320314,63.201679527016495,65.10971510145924,29.190094913898246,3.4339662578325245
2024-01-21,56.81383023346164,54.82545273507289,67.74142490892504,46.76882777739128,5.673788610814437
2024-01-28,76.96912143400483,74.23119107456738,64.40048602449477,26.335044029025983,7.23119524124634
2024-02-04,66.59094360860689,53.31226533660751,74.980425847267,30.69495449482997,9.48256119475111
2024-02-11,72.77329348038776,44.56141926531379,64.02765937671698,34.76742112236562,8.915167617032072
2024-02-18,74.73421313964657,42.77665651682941,74.30143921786848,33.03816891957645,10.656373646819024
2024-02-25,71.94229872181349,61.13415838744559,72.24212178927415,33.29226508780643,12.222048953767844
2024-03-03,91.19932578189392,49.94144383073887,50.96807318355813,28.853728555464144,17.389394459539506
2024-03-10,81.12633612628402,34.24272604661927,70.81098575978632,33.418721109451845,16.07046986723326
2024-03-17,69.52611802598804,67.3205223717379,54.63839433032797,19.760617808850277,15.70141849324829
2024-03-24,72.94446808647918,58.223364491954406,73.95613033953391,31.94902299344397,20.305572924151008
2024-03-31,87.01825643644571,61.06649516014438,79.79290121332693,39.12352711570522,23.12903039047621
2024-04-07,81.8263021557623,57.626023143560005,77.68758333680093,43.54844818958825,20.66932011930736
2024-04-14,76.93196417148044,66.46272776482557,58.12071488097239,34.21711344329967,20.054751983724515
2024-04-21,80.13282595692581,51.81497411498141,66.33271055386592,33.51870146652812,22.651554732309663
2024-04-28,49.44323089508487,31.98348746181707,62.86433725757878,32.0488880333337,23.632561584033887
2024-05-05,89.73110116163296,40.74096954958053,68.45000216078193,29.309248450202695,24.329783427059304
2024-05-12,73.68375156645655,65.41188612128059,88.2258301211589,40.53957626278688,27.386239123194393
2024-05-19,71.44927546652548,57.64392597032465,53.53379699030796,41.043722981822796,30.792484758673442
2024-05-26,87.48960130700827,50.71721855493776,69.40507410511441,28.428708766555836,32.14343676517973
2024-06-02,61.26120080553221,75.40600698190849,58.79222035826386,40.80610175087856,38.3402341089036
2024-06-09,77.6644172180571,52.289700437620176,62.26265329173396,46.65147489158854,34.29839860628767
2024-06-16,85.79649644568596,60.223126327266,58.089288791998925,42.09413765065983,36.67116208841239
2024-06-23,82.43469013399853,60.46012658082126,58.5822886862137,38.81544686460945,27.111606085162865
2024-06-30,87.90063110445631,54.73024314823962,82.20181151653176,47.87628889255919,31.48795505327399
2024-07-07,84.93182160421529,51.060997991271165,59.068822198085044,48.957661517116094,19.276171967825498
2024-07-14,67.82747064064398,65.42538077632541,55.47536013591194,52.742625625585575,31.97688170176977
2024-07-21,72.94990345433973,46.894375475867385,73.13839769204927,44.33804740937837,26.93064939933104
2024-07-28,65.75992407682912,63.62791245254099,60.77920000413278,53.97560601111842,32.77548566609349
2024-08-04,86.92698063462016,67.61109093824679,82.76761691417505,54.383065501320544,37.40913089687102
2024-08-11,84.68836090900867,31.22657656274496,78.86380743117427,36.749164960838904,30.891811384445298
2024-08-18,69.92299819916387,60.759515704359494,63.0921194919809,56.05675976207357,25.73936888177327
2024-08-25,75.28841329634609,39.89649790081733,65.01160495427546,35.19076653874676,32.107190270831644
2024-09-01,83.33183762186557,57.27075029794156,61.09377017321377,46.9595083020601,28.87229001509045
2024-09-08,65.79377092674848,42.07332762226383,78.60281596275016,49.80047863803933,25.614032932818915
2024-09-15,76.91474607974942,34.73027654312597,58.16131975202329,41.84078371105072,29.31235634692986
2024-09-22,75.28809957250029,55.22652760925723,69.9141492662106,57.065377928135256,29.77098858877671
2024-09-29,68.7717813340249,49.54268483964551,67.02578910775524,42.6373038163068,29.70746420602404
2024-10-06,88.99132714556731,51.156077829428305,64.34184514798477,53.23683896675333,15.497976799114575
2024-10-13,74.46683662180209,50.03954951168103,68.73616175926162,54.08841123127084,25.169859227819337
2024-10-20,80.57866505229178,45.656071775758896,56.88229070735097,41.09635832963666,34.39447581754059
2024-10-27,69.3533925286621,62.43764039941108,65.84490344248307,47.601642981251466,38.99637318517409
2024-11-03,63.86578913718925,56.238360714610195,73.86109466129784,32.85993211639333,38.80389235602738
2024-11-10,56.44792066079149,46.82828264136585,41.668288119256914,43.81312307809343,53.75843746575793
2024-11-17,65.20884117248222,50.23701227715763,69.90544837163769,60.808749313803204,50.363690457676796
2024-11-24,94.14318270952334,46.46173437043632,68.46265645704182,60.40746261030433,58.94744490225305
2024-12-01,73.2277457085866,63.41088515683187,68.29638786691032,45.31520322659266,77.10928121567811
2024-12-08,78.36456212270173,43.99737798379847,47.52941276757849,45.358296171120756,70.5924257138915
2024-12-15,65.28979617651397,54.83605807294521,53.67685307143029,43.41980552405865,60.682099175130716
2024-12-22,65.43237933122926,39.157366738818034,65.25214605357537,40.57672092258971,75.66967844889416
2024-12-29,78.50840660128245,56.67013091431809,46.77667375777935,51.74827696523609,73.06414646894197
2025-01-05,58.523742170611676,48.118539289644254,54.98711358651966,36.28956922680244,79.95852239745236
2025-01-12,70.91588183711008,75.23936045832173,69.37857274181191,39.52123722562577,82.08838298157364
2025-01-19,68.95001255100738,39.299116049135705,74.61645733223875,38.10800450856775,72.83669297697962
2025-01-26,83.9388351131751,42.05573886086991,56.713621944295475,49.85813562665637,92.44484263338957
2025-02-02,80.47909852662437,71.975341177009,69.97207877764306,48.95262578870486,79.89865110626405
2025-02-09,90.76825348277706,53.21946392778759,75.11205453722557,54.09156927916906,91.07398784899264
2025-02-16,89.62120380462123,59.77975153527566,42.76695888383217,54.854517146712446,88.17780541668184
2025-02-23,92.42273637463992,56.83612761807412,73.28677400433415,41.65406301230265,100.0
